Date, Vessels (out of credits),Pollock, Pollock (std),Bycatch, Bycatch (std), Bycatch Rate
Apr-10-2002,5,0,249633,0,10306,nan
Apr-11-2002,5,0,249633,0,10306,nan
Apr-12-2002,5,0,249633,0,10306,nan
Apr-13-2002,5,0,249633,0,10306,nan
Apr-14-2002,5,0,249633,0,10306,nan
Apr-15-2002,5,0,249633,0,10306,nan
Apr-16-2002,5,0,249633,0,10306,nan
Apr-17-2002,5,0,249633,0,10306,nan
Apr-18-2002,5,0,249633,0,10306,nan
Apr-19-2002,5,0,249633,0,10306,nan
Apr-20-2002,5,0,249633,0,10306,nan
Apr-21-2002,5,0,249633,0,10306,nan
Apr-22-2002,5,0,249633,0,10306,nan
Apr-23-2002,5,0,249633,0,10306,nan
Apr-24-2002,5,0,249633,0,10306,nan
Apr-25-2002,5,0,249633,0,10306,nan
Apr-26-2002,5,0,249633,0,10306,nan
Apr-27-2002,5,0,249633,0,10306,nan
Apr-28-2002,5,0,249633,0,10306,nan
Apr-29-2002,5,0,249633,0,10306,nan
Apr-30-2002,5,0,249633,0,10306,nan
May-1-2002,5,0,249633,0,10306,nan
May-2-2002,5,0,249633,0,10306,nan
May-3-2002,5,0,249633,0,10306,nan
May-4-2002,5,0,249633,0,10306,nan
May-5-2002,5,0,249633,0,10306,nan
May-6-2002,5,0,249633,0,10306,nan
May-7-2002,5,0,249633,0,10306,nan
May-8-2002,5,0,249633,0,10306,nan
May-9-2002,5,0,249633,0,10306,nan
May-10-2002,5,0,249633,0,10306,nan
May-11-2002,5,0,249633,0,10306,nan
May-12-2002,5,0,249633,0,10306,nan
May-13-2002,5,0,249633,0,10306,nan
May-14-2002,5,0,249633,0,10306,nan
May-15-2002,5,0,249633,0,10306,nan
May-16-2002,5,0,249633,0,10306,nan
May-17-2002,5,0,249633,0,10306,nan
May-18-2002,5,0,249633,0,10306,nan
May-19-2002,5,0,249633,0,10306,nan
May-20-2002,5,0,249633,0,10306,nan
May-21-2002,5,0,249633,0,10306,nan
May-22-2002,5,0,249633,0,10306,nan
May-23-2002,5,0,249633,0,10306,nan
May-24-2002,5,0,249633,0,10306,nan
May-25-2002,5,0,249633,0,10306,nan
May-26-2002,5,0,249633,0,10306,nan
May-27-2002,5,0,249633,0,10306,nan
May-28-2002,5,0,249633,0,10306,nan
May-29-2002,5,0,249633,0,10306,nan
May-30-2002,5,0,249633,0,10306,nan
May-31-2002,5,0,249633,0,10306,nan
Jun-1-2002,5,0,249633,0,10306,nan
Jun-2-2002,5,0,249633,0,10306,nan
Jun-3-2002,5,0,249633,0,10306,nan
Jun-4-2002,5,0,249633,0,10306,nan
Jun-5-2002,5,0,249633,0,10306,nan
Jun-6-2002,5,0,249633,0,10306,nan
Jun-7-2002,5,0,249633,0,10306,nan
Jun-8-2002,5,0,249633,0,10306,nan
Jun-9-2002,5,0,249633,0,10306,nan
Jun-10-2002,5,0,249633,0,10306,nan

Jun-11-2002,0,0,0,0,0,nan
Jun-12-2002,0,0,0,0,0,nan
Jun-13-2002,0,137.835,137.835,0,0,0
Jun-14-2002,0,142.669,280.504,0,0,0
Jun-15-2002,0,145.578,426.082,0,0,0
Jun-16-2002,0,150.767,576.849,0,0,0
Jun-17-2002,0,0,576.849,0,0,nan
Jun-18-2002,0,157.58,734.429,0,0,0
Jun-19-2002,0,151.526,885.955,0,0,0
Jun-20-2002,0,155.763,1041.72,0,0,0
Jun-21-2002,0,107.098,1148.82,0,0,0
Jun-22-2002,0,1459.39,2608.21,3,3,0.00205565
Jun-23-2002,0,1169.55,3777.75,2,5,0.00171006
Jun-24-2002,0,1607.41,5385.17,0,5,0
Jun-25-2002,0,1702.68,7087.84,0,5,0
Jun-26-2002,0,1450.96,8538.8,0,5,0
Jun-27-2002,0,1589.08,10127.9,0,5,0
Jun-28-2002,0,1676.76,11804.6,2,7,0.00119277
Jun-29-2002,0,2618.86,14423.5,3,10,0.00114554
Jun-30-2002,0,1596.29,16019.8,0,10,0
Jul-1-2002,0,2194.71,18214.5,0,10,0
Jul-2-2002,0,1449.42,19663.9,0,10,0
Jul-3-2002,0,2121.17,21785.1,2,12,0.000942878
Jul-4-2002,0,1926.99,23712.1,2,14,0.00103789
Jul-5-2002,0,1563.11,25275.2,0,14,0
Jul-6-2002,0,1734.91,27010.1,1,15,0.000576399
Jul-7-2002,0,2470.99,29481.1,1,16,0.000404697
Jul-8-2002,0,2393.42,31874.5,3,19,0.00125343
Jul-9-2002,0,3140.95,35015.5,6,25,0.00191025
Jul-10-2002,0,3568.25,38583.7,3,28,0.000840748
Jul-11-2002,0,1962.52,40546.2,1,29,0.000509549
Jul-12-2002,0,4159.82,44706.1,2,31,0.00048079
Jul-13-2002,0,2699.34,47405.4,1,32,0.000370461
Jul-14-2002,0,2348.1,49753.5,0,32,0
Jul-15-2002,0,3336.76,53090.3,1,33,0.000299692
Jul-16-2002,0,1122.72,54213,0,33,0
Jul-17-2002,0,2587.74,56800.7,7,40,0.00270507
Jul-18-2002,0,2382.77,59183.5,13,53,0.00545583
Jul-19-2002,0,2087.78,61271.3,2,55,0.000957954
Jul-20-2002,0,1929.14,63200.4,7,62,0.00362855
Jul-21-2002,0,4354.03,67554.4,8,70,0.00183738
Jul-22-2002,0,3591.68,71146.1,1,71,0.000278421
Jul-23-2002,0,3824.97,74971.1,4,75,0.00104576
Jul-24-2002,0,3271.03,78242.1,2,77,0.000611428
Jul-25-2002,0,2648.89,80891,3,80,0.00113255
Jul-26-2002,0,2929.93,83820.9,4,84,0.00136522
Jul-27-2002,0,4057.21,87878.2,11,95,0.00271122
Jul-28-2002,0,3873.81,91752,4,99,0.00103257
Jul-29-2002,0,4580.86,96332.8,5,104,0.0010915
Jul-30-2002,0,3011.26,99344.1,9,113,0.00298878
Jul-31-2002,0,3825.36,103169,6,119,0.00156848
Aug-1-2002,0,2735.7,105905,0,119,0
Aug-2-2002,0,4366.49,110272,2,121,0.000458034
Aug-3-2002,0,4929.84,115201,7,128,0.00141992
Aug-4-2002,0,4355.21,119557,11,139,0.00252571
Aug-5-2002,0,2985.2,122542,4,143,0.00133994
Aug-6-2002,0,5105.14,127647,5,148,0.000979405
Aug-7-2002,0,3191.02,130838,5,153,0.0015669
Aug-8-2002,0,4643.46,135482,10,163,0.00215357
Aug-9-2002,0,3795.08,139277,11,174,0.00289849
Aug-10-2002,0,4451.69,143728,12,186,0.00269561
Aug-11-2002,0,4669.7,148398,15,201,0.0032122
Aug-12-2002,0,4905.66,153304,18,219,0.00366923
Aug-13-2002,0,4619.89,157924,26,245,0.00562784
Aug-14-2002,0,2641.97,160565,16,261,0.00605609
Aug-15-2002,0,4856.85,165422,36,297,0.00741222
Aug-16-2002,0,4377.22,169800,56,353,0.0127935
Aug-17-2002,0,2777.99,172578,30,383,0.0107992
Aug-18-2002,0,4736.79,177314,37,420,0.00781119
Aug-19-2002,0,4945.42,182260,22,442,0.00444856
Aug-20-2002,0,3193.5,185453,19,461,0.00594959
Aug-21-2002,0,3508.65,188962,25,486,0.00712525
Aug-22-2002,0,4432.73,193395,58,544,0.0130845
Aug-23-2002,0,4076.63,197471,97,641,0.0237941
Aug-24-2002,0,5237.72,202709,122,763,0.0232926
Aug-25-2002,0,3113.19,205822,104,867,0.0334062
Aug-26-2002,0,4582.13,210404,144,1011,0.0314265
Aug-27-2002,0,5108.88,215513,62,1073,0.0121357
Aug-28-2002,0,4371.31,219885,99,1172,0.0226477
Aug-29-2002,0,3786.99,223672,60,1232,0.0158437
Aug-30-2002,0,2842.3,226514,98,1330,0.0344791
Aug-31-2002,0,3139.18,229653,69,1399,0.0219802
Sep-1-2002,0,4489.77,234143,118,1517,0.026282
Sep-2-2002,0,3865.81,238009,63,1580,0.0162967
Sep-3-2002,0,4243.67,242252,49,1629,0.0115466
Sep-4-2002,0,2699.99,244952,8,1637,0.00296297
Sep-5-2002,0,4463.19,249415,18,1655,0.00403299
Sep-6-2002,0,4572.16,253988,22,1677,0.00481173
Sep-7-2002,0,3376.81,257364,43,1720,0.0127339
Sep-8-2002,0,3444.36,260809,18,1738,0.00522594
Sep-9-2002,0,4696.58,265505,85,1823,0.0180983
Sep-10-2002,0,4599.91,270105,116,1939,0.0252179
Sep-11-2002,0,3246.11,273351,85,2024,0.0261852
Sep-12-2002,0,3489.21,276841,42,2066,0.0120371
Sep-13-2002,0,3332.93,280173,53,2119,0.0159019
Sep-14-2002,0,3655.39,283829,92,2211,0.0251683
Sep-15-2002,1,3840.98,287670,168,2379,0.0437388
Sep-16-2002,1,3526.36,291196,123,2502,0.0348801
Sep-17-2002,1,3949.56,295146,165,2667,0.0417768
Sep-18-2002,1,3739.57,298885,179,2846,0.0478665
Sep-19-2002,1,4060.01,302945,107,2953,0.0263546
Sep-20-2002,1,3564.67,306510,165,3118,0.0462875
Sep-21-2002,1,3149.04,309659,72,3190,0.0228641
Sep-22-2002,1,4756.29,314415,65,3255,0.0136661
Sep-23-2002,1,2937.06,317352,87,3342,0.0296214
Sep-24-2002,2,2364.55,319717,102,3444,0.0431372
Sep-25-2002,2,2619.87,322337,103,3547,0.0393149
Sep-26-2002,2,1062.48,323399,29,3576,0.0272947
Sep-27-2002,2,787.862,324187,15,3591,0.0190389
Sep-28-2002,2,689.325,324877,26,3617,0.037718
Sep-29-2002,2,2303.25,327180,117,3734,0.0507978
Sep-30-2002,2,3249.31,330429,202,3936,0.0621671
Oct-1-2002,2,3194.76,333624,144,4080,0.0450738
Oct-2-2002,2,2767.3,336391,102,4182,0.036859
Oct-3-2002,2,3573.8,339965,144,4326,0.0402933
Oct-4-2002,2,2084.67,342050,38,4364,0.0182283
Oct-5-2002,3,3021.39,345071,76,4440,0.025154
Oct-6-2002,3,1883.06,346954,168,4608,0.0892164
Oct-7-2002,5,2487.07,349441,232,4840,0.0932823
Oct-8-2002,5,2204.76,351646,91,4931,0.0412744
Oct-9-2002,7,2160.16,353806,480,5411,0.222206
Oct-10-2002,8,1619.71,355426,600,6011,0.370437
Oct-11-2002,10,1491.61,356917,250,6261,0.167604
Oct-12-2002,10,1599.47,358517,106,6367,0.0662719
Oct-13-2002,10,802.607,359319,55,6422,0.0685267
Oct-14-2002,11,1438.62,360758,185,6607,0.128596
Oct-15-2002,12,888.432,361646,188,6795,0.211609
Oct-16-2002,12,1490.96,363137,468,7263,0.313892
Oct-17-2002,12,1798.38,364936,511,7774,0.284145
Oct-18-2002,12,359.56,365295,119,7893,0.33096
Oct-19-2002,12,1782.32,367078,168,8061,0.0942593
Oct-20-2002,12,987.868,368066,46,8107,0.0465649
Oct-21-2002,12,775.166,368841,53,8160,0.0683724
Oct-22-2002,12,1453.05,370294,152,8312,0.104607
Oct-23-2002,12,773.71,371068,61,8373,0.0788409
Oct-24-2002,12,493.317,371561,127,8500,0.257441
Oct-25-2002,12,718.996,372280,142,8642,0.197498
Oct-26-2002,12,680.524,372960,288,8930,0.423203
Oct-27-2002,12,524.939,373485,276,9206,0.525776
Oct-28-2002,12,502.128,373987,228,9434,0.454067
Oct-29-2002,12,733.812,374721,188,9622,0.256196
